"","gene","accession_idsorted","SRTM_elevation","annotation","symbol"
"16775","AT4G22758",8357,0.21,"PPR containing protein(AT4G22758)","AT4G22758"
"16855","AT4G23620",9567,0.21,"Ribosomal protein L25/Gln-tRNA synthetase, anti-codon-binding domain-containing protein(AT4G23620)","AT4G23620"
"16863","AT4G23700",9601,0.21,"cation/H+ exchanger 17(CHX17)","CHX17"
"17022","AT4G25315",9550,0.21,"Expressed protein(AT4G25315)","AT4G25315"
"17028","AT4G25370",9586,0.21,"Double Clp-N motif protein(AT4G25370)","AT4G25370"
"17060","AT4G25680",9568,0.21,"PPPDE putative thiol peptidase family protein(AT4G25680)","AT4G25680"
"17065","AT4G25720",9593,0.21,"glutaminyl cyclase(QC)","QC"
"17073","AT4G25800",9846,0.21,"Calmodulin-binding protein(AT4G25800)","AT4G25800"
"17213","AT4G27290",9880,0.21,"S-locus lectin protein kinase family protein(AT4G27290)","AT4G27290"
"17304","AT4G28170",9598,0.21,"transmembrane protein(AT4G28170)","AT4G28170"
"17638","AT4G31710",9568,0.21,"glutamate receptor 2.4(GLR2.4)","GLR2.4"
"18029","AT4G35680",9905,0.21,"selection/upkeep of intraepithelial T-cells protein(AT4G35680)","AT4G35680"
"18136","AT4G36830",9522,0.21,"GNS1/SUR4 membrane protein family(HOS3-1)","HOS3-1"
"18145","AT4G36920",9560,0.21,"Integrase-type DNA-binding superfamily protein(AP2)","AP2"
"18167","AT4G37110",6970,0.21,"Zinc-finger domain of monoamine-oxidase A repressor R1(AT4G37110)","AT4G37110"
"18203","AT4G37450",9518,0.21,"arabinogalactan protein 18(AGP18)","AGP18"
"18260","AT4G38000",9844,0.21,"DNA binding with one finger 4.7(DOF4.7)","DOF4.7"
"18304","AT4G38440",8357,0.21,"RPAP1-like, carboxy-terminal protein(IYO)","IYO"
"18396","AT4G39370",9844,0.21,"ubiquitin-specific protease 27(UBP27)","UBP27"
"18554","AT5G01780",9567,0.21,"2-oxoglutarate-dependent dioxygenase family protein(AT5G01780)","AT5G01780"
"18683","AT5G03150",9531,0.21,"C2H2-like zinc finger protein(JKD)","JKD"
"18798","AT5G04260",9593,0.21,"WCRKC thioredoxin 2(WCRKC2)","WCRKC2"
"18813","AT5G04420",6970,0.21,"Galactose oxidase/kelch repeat superfamily protein(AT5G04420)","AT5G04420"
"18817","AT5G04470",9524,0.21,"cyclin-dependent protein kinase inhibitor(SIM)","SIM"
"18869","AT5G05000",9819,0.21,"translocon at the outer envelope membrane of chloroplasts 34(TOC34)","TOC34"
"18871","AT5G05040",9832,0.21,"Cystatin/monellin superfamily protein(AT5G05040)","AT5G05040"
"18965","AT5G06050",9586,0.21,"Putative methyltransferase family protein(AT5G06050)","AT5G06050"
"18973","AT5G06130",9832,0.21,"chaperone protein dnaJ-like protein(AT5G06130)","AT5G06130"
"19081","AT5G07220",9874,0.21,"BCL-2-associated athanogene 3(BAG3)","BAG3"
"19129","AT5G07770",9550,0.21,"Actin-binding FH2 protein(AT5G07770)","AT5G07770"
"19313","AT5G10010",9832,0.21,"myosin-H heavy protein(AT5G10010)","AT5G10010"
"19437","AT5G11230",9560,0.21,"Nucleotide-sugar transporter family protein(AT5G11230)","AT5G11230"
"19441","AT5G11260",9586,0.21,"Basic-leucine zipper (bZIP) transcription factor family protein(HY5)","HY5"
"19479","AT5G11630",9598,0.21,"hypothetical protein(NOXY2)","NOXY2"
"19498","AT5G11850",9526,0.21,"Protein kinase superfamily protein(AT5G11850)","AT5G11850"
"19502","AT5G11890",9547,0.21,"harpin-induced protein(EMB3135)","EMB3135"
"19507","AT5G11950",9568,0.21,"Putative lysine decarboxylase family protein(LOG8)","LOG8"
"19576","AT5G13060",9584,0.21,"ARMADILLO BTB protein 1(ABAP1)","ABAP1"
"19578","AT5G13080",9587,0.21,"WRKY DNA-binding protein 75(WRKY75)","WRKY75"
"19581","AT5G13110",9598,0.21,"glucose-6-phosphate dehydrogenase 2(G6PD2)","G6PD2"
"19625","AT5G13560",9874,0.21,"structural maintenance of chromosomes protein(AT5G13560)","AT5G13560"
"19990","AT5G17390",9819,0.21,"Adenine nucleotide alpha hydrolases-like superfamily protein(AT5G17390)","AT5G17390"
"20051","AT5G18070",9584,0.21,"phosphoglucosamine mutase-like protein(DRT101)","DRT101"
"20071","AT5G18260",8357,0.21,"RING/U-box superfamily protein(AT5G18260)","AT5G18260"
"20075","AT5G18300",9526,0.21,"NAC domain containing protein 88(NAC088)","NAC088"
"20121","AT5G18720",9587,0.21,"DNAJ heat shock amino-terminal domain protein, putative (DUF3444)(AT5G18720)","AT5G18720"
"20296","AT5G20570",9819,0.21,"RING-box 1(RBX1)","RBX1"
"20323","AT5G20870",9584,0.21,"O-Glycosyl hydrolases family 17 protein(AT5G20870)","AT5G20870"
"20369","AT5G21990",9855,0.21,"Tetratricopeptide repeat (TPR)-like superfamily protein(TPR7)","TPR7"
"20394","AT5G22300",9593,0.21,"nitrilase 4(NIT4)","NIT4"
"20399","AT5G22350",9832,0.21,"fission ELM1-like protein (DUF1022)(ELM1)","ELM1"
"20455","AT5G22930",9560,0.21,"enabled-like protein (DUF1635)(AT5G22930)","AT5G22930"
"20531","AT5G23760",9598,0.21,"Copper transport protein family(AT5G23760)","AT5G23760"
"20797","AT5G26930",9584,0.21,"GATA transcription factor 23(GATA23)","GATA23"
"20918","AT5G28350",8357,0.21,"Quinoprotein amine dehydrogenase, beta chain-like; RIC1-like guanyl-nucleotide exchange factor(AT5G28350)","AT5G28350"
"20951","AT5G28740",6970,0.21,"Tetratricopeptide repeat (TPR)-like superfamily protein(AT5G28740)","AT5G28740"
"20962","AT5G28913",9557,0.21,"hypothetical protein(SADHU4-1)","SADHU4-1"
"20977","AT5G32440",9845,0.21,"Ubiquitin system component Cue protein(AT5G32440)","AT5G32440"
"20982","AT5G32620",9880,0.21,"hypothetical protein(AT5G32620)","AT5G32620"
"21081","AT5G35730",9855,0.21,"EXS (ERD1/XPR1/SYG1) family protein(AT5G35730)","AT5G35730"
"21093","AT5G35796",9531,0.21,"miscRNA(AT5G35796)","AT5G35796"
"21097","AT5G35910",9550,0.21,"Polynucleotidyl transferase, ribonuclease H fold protein with HRDC domain-containing protein(AT5G35910)","AT5G35910"
"21144","AT5G36970",9825,0.21,"NDR1/HIN1-like 25(NHL25)","NHL25"
"21274","AT5G38690",9587,0.21,"Zinc-finger domain of monoamine-oxidase A repressor R1 protein(AT5G38690)","AT5G38690"
"21427","AT5G40580",6970,0.21,"20S proteasome beta subunit PBB2(PBB2)","PBB2"
"21478","AT5G41090",9587,0.21,"NAC domain containing protein 95(NAC095)","NAC095"
"21485","AT5G41160",9832,0.21,"purine permease 12(PUP12)","PUP12"
"21556","AT5G41940",9846,0.21,"Ypt/Rab-GAP domain of gyp1p superfamily protein(AT5G41940)","AT5G41940"
"21688","AT5G43280",9825,0.21,"delta(3,5),delta(2,4)-dienoyl-CoA isomerase 1(DCI1)","DCI1"
"21715","AT5G43590",9586,0.21,"Acyl transferase/acyl hydrolase/lysophospholipase superfamily protein(AT5G43590)","AT5G43590"
"21780","AT5G44200",9567,0.21,"CAP-binding protein 20(CBP20)","CBP20"
"21784","AT5G44240",9587,0.21,"aminophospholipid ATPase 2(ALA2)","ALA2"
"21862","AT5G45000",9846,0.21,"Disease resistance protein (TIR-NBS-LRR class) family(AT5G45000)","AT5G45000"
"22151","AT5G47950",9550,0.21,"HXXXD-type acyl-transferase family protein(AT5G47950)","AT5G47950"
"22185","AT5G48350",9550,0.21,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein(AT5G48350)","AT5G48350"
"22252","AT5G48990",9547,0.21,"Galactose oxidase/kelch repeat superfamily protein(AT5G48990)","AT5G48990"
"22263","AT5G49120",9598,0.21,"DUF581 family protein, putative (DUF581)(AT5G49120)","AT5G49120"
"22354","AT5G50110",9547,0.21,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT5G50110)","AT5G50110"
"22491","AT5G51795",9550,0.21,"DNA/RNA-binding protein Kin17, conserved region(AT5G51795)","AT5G51795"
"22579","AT5G52830",9874,0.21,"WRKY DNA-binding protein 27(WRKY27)","WRKY27"
"22656","AT5G53620",9531,0.21,"RNA polymerase II degradation factor(AT5G53620)","AT5G53620"
"22705","AT5G54165",9601,0.21,"Avr9/Cf-9 rapidly elicited protein(AT5G54165)","AT5G54165"
"22724","AT5G54430",9531,0.21,"Adenine nucleotide alpha hydrolases-like superfamily protein(PHOS32)","PHOS32"
"22930","AT5G56670",9543,0.21,"Ribosomal protein S30 family protein(AT5G56670)","AT5G56670"
"23007","AT5G57440",9588,0.21,"Haloacid dehalogenase-like hydrolase (HAD) superfamily protein(GS1)","GS1"
"23009","AT5G57460",9598,0.21,"muniscin carboxy-terminal mu-like domain protein(AT5G57460)","AT5G57460"
"23104","AT5G58380",9567,0.21,"SOS3-interacting protein 1(SIP1)","SIP1"
"23105","AT5G58390",9568,0.21,"Peroxidase superfamily protein(AT5G58390)","AT5G58390"
"23201","AT5G59410",9543,0.21,"Rab5-interacting family protein(AT5G59410)","AT5G59410"
"23213","AT5G59530",9598,0.21,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT5G59530)","AT5G59530"
"23242","AT5G59790",9584,0.21,"UPSTREAM OF FLC protein (DUF966)(AT5G59790)","AT5G59790"
"23267","AT5G60050",9531,0.21,"BTB/POZ domain-containing protein(AT5G60050)","AT5G60050"
"23310","AT5G60570",9586,0.21,"Galactose oxidase/kelch repeat superfamily protein(AT5G60570)","AT5G60570"
"23353","AT5G61020",9844,0.21,"evolutionarily conserved C-terminal region 3(ECT3)","ECT3"
"23417","AT5G61770",9601,0.21,"PETER PAN-like protein(PPAN)","PPAN"
"23646","AT5G64250",9560,0.21,"Aldolase-type TIM barrel family protein(AT5G64250)","AT5G64250"
"23657","AT5G64370",9825,0.21,"beta-ureidopropionase(BETA-UP)","BETA-UP"
"23669","AT5G64470",8357,0.21,"trichome birefringence-like protein (DUF828)(TBL12)","TBL12"
"23741","AT5G65170",9526,0.21,"VQ motif-containing protein(AT5G65170)","AT5G65170"
"23750","AT5G65250",9568,0.21,"transmembrane protein(AT5G65250)","AT5G65250"
"23754","AT5G65290",9588,0.21,"LMBR1-like membrane protein(AT5G65290)","AT5G65290"
"23774","AT5G65500",9524,0.21,"U-box domain-containing protein kinase family protein(AT5G65500)","AT5G65500"
"23866","AT5G66390",9855,0.21,"Peroxidase superfamily protein(AT5G66390)","AT5G66390"
"23940","AT5G67070",6970,0.21,"ralf-like 34(RALFL34)","RALFL34"
"24129","ATMG00830",9593,0.21,"CCB382","CCB382"
"86","AT1G01880",9588,0.2,"5'-3' exonuclease family protein(AT1G01880)","AT1G01880"
"275","AT1G03820",9522,0.2,"E6-like protein(AT1G03820)","AT1G03820"
"393","AT1G04985",9593,0.2,"triacylglycerol lipase-like protein(AT1G04985)","AT1G04985"
"418","AT1G05220",9550,0.2,"Transmembrane protein 97, Putative(AT1G05220)","AT1G05220"
"645","AT1G07560",9944,0.2,"Leucine-rich repeat protein kinase family protein(AT1G07560)","AT1G07560"
"651","AT1G07630",9526,0.2,"pol-like 5(PLL5)","PLL5"
"663","AT1G07745",9587,0.2,"DNA repair RAD51-like protein(RAD51D)","RAD51D"
"748","AT1G08570",6970,0.2,"atypical CYS HIS rich thioredoxin 4(ACHT4)","ACHT4"
"750","AT1G08590",9518,0.2,"Leucine-rich receptor-like protein kinase family protein(AT1G08590)","AT1G08590"
"761","AT1G08710",9567,0.2,"F-box family protein(AT1G08710)","AT1G08710"
"770","AT1G08820",9819,0.2,"vamp/synaptobrevin-associated protein 27-2(VAP27-2)","VAP27-2"
"1150","AT1G12640",9855,0.2,"MBOAT (membrane bound O-acyl transferase) family protein(LPLAT1)","LPLAT1"
"1191","AT1G13060",8357,0.2,"20S proteasome beta subunit E1(PBE1)","PBE1"
"1284","AT1G14010",9845,0.2,"emp24/gp25L/p24 family/GOLD family protein(AT1G14010)","AT1G14010"
"1327","AT1G14410",8357,0.2,"ssDNA-binding transcriptional regulator(WHY1)","WHY1"
"1329","AT1G14430",9522,0.2,"glyoxal oxidase-related protein(AT1G14430)","AT1G14430"
"1332","AT1G14455",9531,0.2,"hypothetical protein(AT1G14455)","AT1G14455"
"1400","AT1G15100",9531,0.2,"RING-H2 finger A2A(RHA2A)","RHA2A"
"1402","AT1G15120",9543,0.2,"Ubiquinol-cytochrome C reductase hinge protein(AT1G15120)","AT1G15120"
"1479","AT1G15880",9587,0.2,"golgi snare 11(GOS11)","GOS11"
"1489","AT1G15970",9846,0.2,"DNA glycosylase superfamily protein(AT1G15970)","AT1G15970"
"1627","AT1G17410",9871,0.2,"Nucleoside diphosphate kinase family protein(AT1G17410)","AT1G17410"
"1706","AT1G18310",9531,0.2,"glycosyl hydrolase family 81 protein(AT1G18310)","AT1G18310"
"1759","AT1G18850",9844,0.2,"hypothetical protein(AT1G18850)","AT1G18850"
"1895","AT1G20230",9844,0.2,"Pentatricopeptide repeat (PPR) superfamily protein(AT1G20230)","AT1G20230"
"2029","AT1G21710",9825,0.2,"8-oxoguanine-DNA glycosylase 1(OGG1)","OGG1"
"2057","AT1G22090",9587,0.2,"hypothetical protein(emb2204)","emb2204"
"2141","AT1G22985",9944,0.2,"Integrase-type DNA-binding superfamily protein(CRF7)","CRF7"
"2163","AT1G23205",9601,0.2,"Plant invertase/pectin methylesterase inhibitor superfamily protein(AT1G23205)","AT1G23205"
"2174","AT1G23360",9905,0.2,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(MENG)","MENG"
"2237","AT1G24180",9855,0.2,"Thiamin diphosphate-binding fold (THDP-binding) superfamily protein(IAR4)","IAR4"
"2279","AT1G24735",9518,0.2,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT1G24735)","AT1G24735"
"2483","AT1G27860",9522,0.2,"hypothetical protein (DUF626)(AT1G27860)","AT1G27860"
"2511","AT1G28170",9880,0.2,"sulfotransferase 7(SOT7)","SOT7"
"2534","AT1G28410",9598,0.2,"myosin heavy chain-like protein(AT1G28410)","AT1G28410"
"3014","AT1G34120",9832,0.2,"inositol polyphosphate 5-phosphatase I(IP5PI)","IP5PI"
"3029","AT1G34320",9526,0.2,"Ikzf5 (DUF668)(AT1G34320)","AT1G34320"
"3053","AT1G34640",9871,0.2,"peptidase(AT1G34640)","AT1G34640"
"3085","AT1G35330",9846,0.2,"RING/U-box superfamily protein(AT1G35330)","AT1G35330"
"3103","AT1G35580",9557,0.2,"cytosolic invertase 1(CINV1)","CINV1"
"3118","AT1G35750",9845,0.2,"pumilio 10(PUM10)","PUM10"
"3222","AT1G43775",9855,0.2,"hypothetical protein(AT1G43775)","AT1G43775"
"3232","AT1G43900",9524,0.2,"Protein phosphatase 2C family protein(AT1G43900)","AT1G43900"
"3253","AT1G44414",9844,0.2,"zinc-ribbon domain protein(AT1G44414)","AT1G44414"
"3321","AT1G47240",9845,0.2,"NRAMP metal ion transporter 2(NRAMP2)","NRAMP2"
"3405","AT1G48175",9543,0.2,"Cytidine/deoxycytidylate deaminase family protein(emb2191)","emb2191"
"3555","AT1G49900",9819,0.2,"C2H2 type zinc finger transcription factor family(AT1G49900)","AT1G49900"
"3563","AT1G49970",9874,0.2,"CLP protease proteolytic subunit 1(CLPR1)","CLPR1"
"3728","AT1G51920",9844,0.2,"transmembrane protein(AT1G51920)","AT1G51920"
"3792","AT1G52620",9601,0.2,"Pentatricopeptide repeat (PPR) superfamily protein(AT1G52620)","AT1G52620"
"3799","AT1G52690",9855,0.2,"Late embryogenesis abundant protein (LEA) family protein(LEA7)","LEA7"
"3939","AT1G54150",9944,0.2,"E3 Ubiquitin ligase family protein(SPL2)","SPL2"
"4025","AT1G55190",9587,0.2,"PRA1 (Prenylated rab acceptor) family protein(PRA7)","PRA7"
"4038","AT1G55300",9874,0.2,"TBP-associated factor 7(TAF7)","TAF7"
"4051","AT1G55420",9547,0.2,"Cysteine/Histidine-rich C1 domain family protein(EDA11)","EDA11"
"4070","AT1G55620",9855,0.2,"chloride channel F(CLC-F)","CLC-F"
"4130","AT1G56210",9598,0.2,"Heavy metal transport/detoxification superfamily protein(AT1G56210)","AT1G56210"
"4341","AT1G60660",9846,0.2,"cytochrome B5-like protein(CB5LP)","CB5LP"
"4371","AT1G60995",9825,0.2,"S3 self-incompatibility locus-linked pollen protein(AT1G60995)","AT1G60995"
"4454","AT1G61860",9524,0.2,"Protein kinase superfamily protein(AT1G61860)","AT1G61860"
"4463","AT1G61980",9567,0.2,"Mitochondrial transcription termination factor family protein(AT1G61980)","AT1G61980"
"4508","AT1G62460",9832,0.2,"hypothetical protein(AT1G62460)","AT1G62460"
"4562","AT1G63000",9550,0.2,"nucleotide-rhamnose synthase/epimerase-reductase(NRS/ER)","NRS/ER"
"4598","AT1G63380",9560,0.2,"NAD(P)-binding Rossmann-fold superfamily protein(AT1G63380)","AT1G63380"
"4656","AT1G64020",9518,0.2,"Serine protease inhibitor (SERPIN) family protein(AT1G64020)","AT1G64020"
"4714","AT1G64561",9846,0.2,"hypothetical protein(AT1G64561)","AT1G64561"
"4840","AT1G65880",9587,0.2,"benzoyloxyglucosinolate 1(BZO1)","BZO1"
"4937","AT1G66990",9560,0.2,"miscRNA(AT1G66990)","AT1G66990"
"4973","AT1G67325",9568,0.2,"Ran BP2/NZF zinc finger-like superfamily protein(AT1G67325)","AT1G67325"
"5060","AT1G68170",9944,0.2,"nodulin MtN21 /EamA-like transporter family protein(UMAMIT23)","UMAMIT23"
"5147","AT1G69020",9588,0.2,"Prolyl oligopeptidase family protein(AT1G69020)","AT1G69020"
"5399","AT1G71800",9905,0.2,"cleavage stimulating factor 64(CSTF64)","CSTF64"
"5403","AT1G71840",9518,0.2,"transducin family protein / WD-40 repeat family protein(AT1G71840)","AT1G71840"
"5474","AT1G72590",9526,0.2,"3-oxo-5-alpha-steroid 4-dehydrogenase family protein(AT1G72590)","AT1G72590"
"5540","AT1G73240",9522,0.2,"nucleoporin protein Ndc1-Nup protein(AT1G73240)","AT1G73240"
"5541","AT1G73250",9524,0.2,"GDP-4-keto-6-deoxymannose-3,5-epimerase-4-reductase 1(GER1)","GER1"
"5643","AT1G74210",9524,0.2,"PLC-like phosphodiesterases superfamily protein(GDPD5)","GDPD5"
"5724","AT1G75040",9587,0.2,"pathogenesis-related protein 5(PR5)","PR5"
"5784","AT1G75670",9547,0.2,"DNA-directed RNA polymerase(AT1G75670)","AT1G75670"
"5843","AT1G76320",6970,0.2,"FAR1-related sequence 4(FRS4)","FRS4"
"5895","AT1G76860",9588,0.2,"Small nuclear ribonucleoprotein family protein(LSM3B)","LSM3B"
"5897","AT1G76880",9598,0.2,"Duplicated homeodomain-like superfamily protein(AT1G76880)","AT1G76880"
"5922","AT1G77122",9557,0.2,"Uncharacterized protein family UPF0090(AT1G77122)","AT1G77122"
"5927","AT1G77170",9586,0.2,"Tetratricopeptide repeat (TPR)-like superfamily protein(AT1G77170)","AT1G77170"
"5977","AT1G77700",9905,0.2,"Pathogenesis-related thaumatin superfamily protein(AT1G77700)","AT1G77700"
"5999","AT1G77940",9598,0.2,"Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein(AT1G77940)","AT1G77940"
"6064","AT1G78620",9587,0.2,"integral membrane protein (Protein of unknown function DUF92, transmembrane)(AT1G78620)","AT1G78620"
"6082","AT1G78810",8357,0.2,"hypothetical protein(AT1G78810)","AT1G78810"
"6102","AT1G78970",9601,0.2,"lupeol synthase 1(LUP1)","LUP1"
"6128","AT1G79230",9567,0.2,"mercaptopyruvate sulfurtransferase 1(MST1)","MST1"
"6166","AT1G79630",9587,0.2,"Protein phosphatase 2C family protein(AT1G79630)","AT1G79630"
"6397","AT2G02040",9550,0.2,"peptide transporter 2(PTR2)","PTR2"
"6430","AT2G02470",9547,0.2,"alfin-like 6(AL6)","AL6"
"6431","AT2G02480",9550,0.2,"AAA-type ATPase family protein(STI)","STI"
"6492","AT2G03280",9522,0.2,"O-fucosyltransferase family protein(AT2G03280)","AT2G03280"
"6496","AT2G03330",9533,0.2,"transmembrane protein(AT2G03330)","AT2G03330"
"6559","AT2G04090",9518,0.2,"MATE efflux family protein(AT2G04090)","AT2G04090"
"6605","AT2G04680",9568,0.2,"Cysteine/Histidine-rich C1 domain family protein(AT2G04680)","AT2G04680"
"6627","AT2G05030",9518,0.2,"hypothetical protein(AT2G05030)","AT2G05030"
"6640","AT2G05190",9584,0.2,"miscRNA(AT2G05190)","AT2G05190"
"6651","AT2G05320",9845,0.2,"beta-1,2-N-acetylglucosaminyltransferase II(AT2G05320)","AT2G05320"
"6753","AT2G07715",9845,0.2,"Nucleic acid-binding, OB-fold-like protein(AT2G07715)","AT2G07715"
"6787","AT2G10440",9845,0.2,"mediator of RNA polymerase II transcription subunit(AT2G10440)","AT2G10440"
"6823","AT2G11910",9855,0.2,"hypothetical protein(AT2G11910)","AT2G11910"
"7001","AT2G15630",9518,0.2,"Pentatricopeptide repeat (PPR) superfamily protein(AT2G15630)","AT2G15630"
"7057","AT2G16530",9844,0.2,"3-oxo-5-alpha-steroid 4-dehydrogenase family protein(AT2G16530)","AT2G16530"
"7156","AT2G17630",9819,0.2,"Pyridoxal phosphate (PLP)-dependent transferases superfamily protein(AT2G17630)","AT2G17630"
"7211","AT2G18193",9547,0.2,"P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT2G18193)","AT2G18193"
"7218","AT2G18250",9586,0.2,"4-phosphopantetheine adenylyltransferase(COAD)","COAD"
"7748","AT2G24170",9518,0.2,"Endomembrane protein 70 protein family(AT2G24170)","AT2G24170"
"7818","AT2G24930",9526,0.2,"hypothetical protein(AT2G24930)","AT2G24930"
"7873","AT2G25570",9845,0.2,"binding protein(AT2G25570)","AT2G25570"
"8002","AT2G26920",9598,0.2,"Ubiquitin-associated/translation elongation factor EF1B protein(AT2G26920)","AT2G26920"
"8112","AT2G28130",9855,0.2,"actin protein 2/3 complex subunit-like protein(AT2G28130)","AT2G28130"
"8122","AT2G28260",9524,0.2,"cyclic nucleotide-gated channel 15(CNGC15)","CNGC15"
"8128","AT2G28320",9550,0.2,"Pleckstrin homology (PH) and lipid-binding START domains-containing protein(AT2G28320)","AT2G28320"
"8138","AT2G28420",9598,0.2,"Lactoylglutathione lyase / glyoxalase I family protein(GLYI8)","GLYI8"
"8155","AT2G28590",9522,0.2,"Protein kinase superfamily protein(AT2G28590)","AT2G28590"
"8271","AT2G29990",9587,0.2,"alternative NAD(P)H dehydrogenase 2(NDA2)","NDA2"
"8274","AT2G30010",9598,0.2,"TRICHOME BIREFRINGENCE-LIKE 45(TBL45)","TBL45"
"8301","AT2G30330",9567,0.2,"GCN5L1 family protein(BLOS1)","BLOS1"
"8346","AT2G30766",9832,0.2,"hypothetical protein(AT2G30766)","AT2G30766"
"8367","AT2G30970",9557,0.2,"aspartate aminotransferase 1(ASP1)","ASP1"
"8372","AT2G31020",9586,0.2,"OSBP(oxysterol binding protein)-related protein 1A(ORP1A)","ORP1A"
"8659","AT2G34100",9944,0.2,"nonsense-mediated mRNA decay-like protein(AT2G34100)","AT2G34100"
"8710","AT2G34610",9586,0.2,"cotton fiber protein(AT2G34610)","AT2G34610"
